1319
      -2.493 4.953 6.309
      -2.180 -1.292 2.050
      -2.063 -2.734 2.567
      -2.313 1.826 6.859
      -2.435 2.562 7.202
      -2.426 4.800 6.595
      -2.047 -2.828 3.097
      -2.306 1.534 6.947
      -2.449 -1.578 5.879
      -1.937 -2.450 1.521
      -2.283 -1.292 4.530
      -2.337 2.248 7.025
      -2.039 -2.910 3.577
      -2.420 0.928 7.064
      -2.295 2.134 6.935
      -2.255 1.794 6.921
      -2.452 0.584 7.010
      -2.262 2.064 6.895
      -2.376 4.327 6.925
      -2.242 -1.346 4.344
      -2.242 2.028 6.882
      -2.228 2.000 6.890
      -2.376 -1.702 5.843
      -2.338 1.150 7.100
      -2.220 1.982 6.900
      -2.215 1.966 6.906
      -2.183 -1.756 4.187
      -2.213 1.636 6.984
      -2.057 -0.620 1.677
      -2.440 0.272 6.937
      -2.206 1.954 6.915
      -2.298 2.386 7.222
      -2.437 -0.654 6.669
      -2.199 1.766 6.974
      -2.000 -1.212 1.651
      -2.233 -1.464 4.944
      -2.199 1.940 6.922
      -2.447 -0.256 6.805
      -2.445 -0.012 6.871
      -2.233 2.160 7.016
      -2.305 4.076 7.103
      -2.394 -1.042 6.551
      -2.203 2.080 6.943
      -2.340 3.937 7.093
      -2.334 3.008 7.442
      -2.186 2.048 6.918
      -2.335 3.735 7.168
      -2.332 3.152 7.388
      -2.325 3.630 7.223
      -2.329 3.841 7.139
      -2.323 3.510 7.253
      -2.370 -1.228 6.496
      -2.325 3.324 7.300
      -2.174 2.022 6.921
      -2.313 2.846 7.470
      -2.164 1.750 7.008
      -2.232 1.322 7.120
      -2.166 2.006 6.926
      -2.164 1.904 6.961
      -2.160 1.996 6.932
      -2.155 1.986 6.938
      -2.149 1.976 6.944
      -2.344 -1.418 6.419
      -2.143 1.966 6.953
      -1.949 3.664 0.676
      -2.203 2.276 7.174
      -1.979 5.784 2.590
      -2.116 1.936 6.985
      -2.252 -1.810 5.788
      -2.248 2.686 7.490
      -2.126 1.458 7.133
      -2.109 2.042 6.942
      -2.102 1.872 7.023
      -2.105 2.022 6.958
      -2.103 2.014 6.962
      -2.112 2.088 6.997
      -2.101 2.008 6.966
      -2.097 2.002 6.971
      -2.090 1.992 6.978
      -2.081 1.782 7.065
      -2.091 2.080 6.965
      -2.054 5.721 5.748
      -2.083 2.028 6.961
      -2.157 5.445 6.273
      -2.016 5.880 5.007
      -2.078 2.068 6.960
      -2.144 5.194 6.635
      -2.073 1.912 7.041
      -2.259 -1.754 6.243
      -2.003 5.911 4.067
      -2.068 1.970 7.007
      -2.088 2.204 7.127
      -2.299 -0.324 6.973
      -2.058 2.056 6.984
      -2.283 -0.586 6.879
      -2.070 2.188 7.098
      -2.046 2.018 6.985
      -2.236 0.562 7.226
      -2.041 1.844 7.079
      -2.186 0.902 7.273
      -2.042 1.576 7.147
      -2.280 -0.108 7.048
      -2.022 -1.540 4.509
      -2.038 2.042 7.016
      -2.098 -1.778 5.339
      -2.052 2.162 7.100
      -2.107 4.912 6.902
      -2.239 -0.776 6.848
      -2.028 1.886 7.092
      -2.041 2.142 7.131
      -2.026 1.958 7.056
      -1.802 2.130 0.406
      -2.012 1.926 7.105
      -2.253 -0.338 7.027
      -2.181 -1.890 6.168
      -2.238 -0.596 6.927
      -2.019 2.122 7.148
      -2.005 2.014 7.045
      -2.103 2.518 7.444
      -2.006 2.022 7.095
      -1.778 -3.042 4.071
      -2.236 -0.128 7.093
      -1.962 2.022 7.030
      -2.208 0.220 7.175
      -2.086 1.124 7.310
      -1.612 -2.394 1.164
      -1.976 1.814 7.133
      -2.185 -0.788 6.904
      -1.973 1.684 7.173
      -1.976 2.012 7.145
      -2.155 -0.976 6.869
      -1.979 2.088 7.171
      -1.758 4.996 1.062
      -1.966 1.852 7.147
      -1.964 -1.634 4.809
      -1.959 1.894 7.163
      -1.935 2.018 7.085
      -2.025 2.424 7.397
      -2.178 0.078 7.207
      -2.023 4.508 7.256
      -1.730 0.616 0.890
      -1.933 1.728 7.173
      -1.933 1.984 7.206
      -2.108 -0.980 6.918
      -1.982 1.298 7.315
      -1.885 -1.886 4.500
      -1.968 2.386 7.353
      -1.910 1.784 7.178
      -1.909 1.862 7.203
      -1.889 1.993 7.134
      -2.067 -1.164 6.910
      -1.904 1.820 7.192
      -1.953 2.376 7.310
      -2.139 -0.358 7.149
      -2.055 -2.016 6.080
      -2.113 -0.610 7.054
      -2.128 -0.152 7.213
      -1.933 2.358 7.313
      -2.021 4.199 7.380
      -2.042 2.950 7.713
      -1.921 2.318 7.350
      -1.977 -2.004 5.680
      -2.074 -0.798 7.012
      -2.059 4.078 7.379
      -2.046 3.096 7.708
      -1.878 1.954 7.247
      -2.081 3.966 7.383
      -1.896 2.262 7.366
      -2.074 3.847 7.430
      -2.039 3.278 7.679
      -2.097 -0.026 7.279
      -1.997 2.790 7.706
      -1.887 1.440 7.320
      -2.007 -1.404 6.891
      -2.055 3.725 7.501
      -2.060 0.266 7.365
      -1.835 1.965 7.188
      -2.024 -0.986 7.006
      -2.038 3.610 7.563
      -2.005 -1.184 6.962
      -2.057 -0.610 7.111
      -1.859 2.204 7.369
      -2.056 0.146 7.345
      -2.069 -0.362 7.218
      -2.031 -0.800 7.052
      -2.057 0.008 7.324
      -2.061 -0.156 7.283
      -1.938 2.612 7.637
      -2.011 3.462 7.625
      -1.974 -1.596 6.855
      -1.990 -0.988 7.038
      -1.971 0.582 7.446
      -1.789 -1.765 4.727
      -1.992 -0.802 7.085
      -2.012 -0.598 7.160
      -1.574 -0.576 1.413
      -1.819 1.538 7.325
      -1.528 -1.186 1.379
      -2.020 -0.016 7.355
      -1.947 -1.208 7.009
      -2.016 -0.366 7.265
      -1.964 -0.990 7.064
      -2.016 -0.154 7.327
      -1.871 2.502 7.573
      -1.775 1.820 7.273
      -1.722 -2.028 4.645
      -1.854 0.920 7.467
      -1.889 -1.234 7.047
      -1.900 -1.924 6.689
      -1.945 0.100 7.435
      -1.748 1.916 7.307
      -1.745 1.634 7.326
      -1.895 -0.816 7.152
      -1.877 -1.008 7.124
      -1.914 -0.570 7.252
      -1.790 2.452 7.471
      -1.740 -1.954 5.135
      -1.638 -2.450 4.479
      -1.865 -2.090 6.602
      -1.710 1.929 7.246
      -1.775 2.456 7.423
      -1.911 -0.368 7.356
      -1.889 0.258 7.492
      -1.812 -2.175 5.968
      -1.768 2.434 7.449
      -1.903 0.036 7.457
      -1.750 2.388 7.490
      -1.898 -0.144 7.425
      -1.816 -1.254 7.094
      -1.738 2.340 7.505
      -1.703 1.686 7.320
      -1.837 -0.832 7.192
      -1.725 2.282 7.511
      -1.813 -1.030 7.165
      -1.763 -1.486 7.081
      -1.849 -0.548 7.306
      -1.714 1.164 7.458
      -1.670 1.730 7.315
      -1.800 3.142 7.853
      -1.793 3.000 7.855
      -1.729 -1.678 7.050
      -1.659 1.780 7.336
      -1.831 -0.342 7.428
      -1.763 2.842 7.812
      -1.732 -1.276 7.146
      -1.750 -2.214 6.519
      -1.535 6.122 5.764
      -1.672 -1.508 7.135
      -1.713 2.696 7.745
      -1.591 6.214 5.224
      -1.631 5.858 6.323
      -1.629 1.894 7.382
      -1.814 5.534 6.669
      -1.786 -0.136 7.498
      -1.680 5.274 7.016
      -1.717 0.584 7.587
      -1.320 6.427 3.331
      -1.631 1.336 7.457
      -1.594 1.908 7.306
      -1.505 -2.490 4.601
      -1.585 -2.044 4.984
      -1.665 -2.002 6.944
      -1.717 4.669 7.407
      -1.718 0.150 7.584
      -1.607 -2.207 5.515
      -1.638 2.576 7.615
      -1.330 -3.160 4.453
      -1.564 -1.530 7.193
      -1.768 4.022 7.638
      -1.728 4.159 7.620
      -1.717 4.304 7.570
      -1.639 -0.854 7.357
      -1.769 3.897 7.686
      -1.562 1.454 7.466
      -1.124 -2.348 0.919
      -1.752 3.794 7.741
      -1.744 3.664 7.789
      -1.524 -1.720 7.169
      -1.582 -1.094 7.301
      -1.581 -2.176 6.867
      -1.703 3.508 7.863
      -1.572 2.522 7.507
      -1.520 1.788 7.360
      -1.557 2.514 7.476
      -1.554 2.484 7.493
      -1.552 2.446 7.535
      -1.624 -0.482 7.476
      -1.546 2.392 7.548
      -1.536 2.338 7.547
      -1.638 3.352 7.939
      -1.454 -2.245 4.857
      -1.495 1.892 7.403
      -1.498 1.556 7.462
      -1.516 -2.391 6.385
      -1.383 -2.608 4.730
      -1.581 3.176 7.962
      -1.460 -1.324 7.323
      -1.543 -0.860 7.426
      -1.495 0.940 7.612
      -1.462 1.913 7.326
      -1.554 3.020 7.967
      -1.539 2.856 7.882
      -1.147 0.614 0.474
      -1.475 -1.108 7.353
      -1.511 2.718 7.783
      -1.467 -2.326 6.778
      -1.458 -2.255 5.252
      -1.330 -1.750 7.314
      -1.530 -0.236 7.618
      -1.466 2.614 7.667
      -1.407 1.658 7.447
      -1.507 -0.456 7.564
      -1.463 -0.868 7.464
      -1.315 -2.086 7.247
      -1.376 1.756 7.399
      -1.337 -1.348 7.350
      -1.377 1.716 7.419
      -1.415 -2.436 5.860
      -1.371 1.792 7.399
      -1.419 0.574 7.690
      -1.388 -1.124 7.388
      -1.408 2.544 7.547
      -1.362 -2.405 5.444
      -1.334 -2.449 5.117
      -1.393 2.524 7.502
      -1.353 1.910 7.437
      -1.384 2.490 7.515
      -1.379 2.458 7.559
      -1.350 1.192 7.576
      -1.374 2.400 7.569
      -1.370 2.356 7.570
      -1.260 -2.292 7.169
      -1.321 1.937 7.358
      -1.415 -0.202 7.676
      -1.233 -2.768 4.956
      -1.367 -0.882 7.466
      -1.411 -0.416 7.636
      -1.367 -0.004 7.705
      -0.944 -1.196 1.152
      -1.241 -1.364 7.427
      -1.265 -2.499 6.683
      -1.401 5.689 6.856
      -1.282 -1.136 7.398
      -1.344 3.200 8.059
      -1.319 -0.892 7.448
      -1.316 -0.912 7.440
      -1.304 -0.976 7.417
      -1.021 -3.302 4.686
      -1.312 3.054 8.050
      -1.133 -2.330 7.271
      -1.196 5.452 7.209
      -1.310 -0.804 7.511
      -1.248 1.370 7.555
      -0.919 -0.504 1.202
      -1.332 -0.580 7.654
      -1.284 2.886 7.933
      -1.151 -2.454 7.070
      -1.260 -1.114 7.415
      -1.302 -0.168 7.730
      -1.284 0.014 7.735
      -1.203 -2.589 5.328
      -1.071 -2.114 7.463
      -1.262 2.730 7.778
      -1.270 -0.900 7.431
      -1.276 -0.832 7.488
      -1.266 -0.910 7.425
      -1.304 -0.398 7.693
      -0.837 3.898 0.089
      -1.343 4.807 7.541
      -1.239 2.596 7.636
      -1.238 0.916 7.705
      -1.246 0.176 7.743
      -1.251 -0.944 7.413
      -1.207 2.322 7.525
      -1.182 1.864 7.410
      -1.271 -0.668 7.627
      -1.177 1.954 7.428
      -1.355 4.394 7.719
      -1.196 2.366 7.515
      -1.393 3.939 7.885
      -1.210 2.540 7.554
      -1.369 4.076 7.837
      -1.247 -0.854 7.476
      -1.365 3.830 7.949
      -1.238 -0.908 7.422
      -1.195 2.420 7.499
      -1.344 4.224 7.787
      -1.030 -1.636 7.523
      -1.232 -0.908 7.416
      -1.183 -2.571 5.702
      -1.192 2.462 7.468
      -1.151 1.979 7.355
      -1.346 3.706 8.000
      -1.185 1.526 7.546
      -1.185 2.496 7.454
      -1.166 -2.589 6.208
      -1.208 -1.014 7.424
      -1.214 -0.922 7.411
      -1.217 -0.876 7.459
      -1.078 -1.380 7.499
      -1.208 -0.912 7.412
      -1.200 0.036 7.771
      -1.226 -0.734 7.606
      -1.245 -0.380 7.730
      -1.202 -0.908 7.411
      -1.193 -0.912 7.401
      -1.194 -0.914 7.398
      -1.193 -0.138 7.787
      -1.196 -0.890 7.453
      -1.223 -0.522 7.741
      -1.176 0.194 7.774
      -1.275 3.546 8.056
      -1.184 -0.910 7.411
      -1.050 -2.884 5.191
      -1.200 -0.774 7.601
      -1.181 -0.914 7.385
      -1.178 -0.960 7.432
      -1.176 -0.910 7.404
      -0.867 6.390 2.366
      -1.090 -1.260 7.510
      -1.030 -2.588 6.984
      -1.175 -0.902 7.446
      -1.199 -0.586 7.733
      -1.170 -0.810 7.604
      -1.011 6.596 4.373
      -1.115 1.674 7.523
      -1.147 -0.924 7.428
      -0.941 -1.888 7.629
      -0.941 -2.392 7.450
      -1.143 -0.924 7.426
      -1.171 -0.652 7.715
      -1.027 6.484 5.287
      -1.149 -0.832 7.596
      -1.133 1.174 7.638
      -1.188 3.374 8.127
      -0.954 -2.526 7.248
      -1.016 -2.718 5.566
      -1.086 -1.126 7.540
      -1.146 -0.714 7.710
      -1.102 0.062 7.808
      -1.123 -0.860 7.582
      -1.106 0.212 7.798
      -1.042 2.282 7.480
      -0.996 -2.651 6.605
      -1.152 6.251 6.021
      -1.118 -0.778 7.714
      -0.663 2.208 -0.077
      -1.071 -1.060 7.554
      -1.028 2.328 7.470
      -1.099 3.206 8.148
      -1.105 -0.804 7.708
      -1.095 -0.886 7.569
      -1.025 1.814 7.472
      -1.016 2.378 7.458
      -0.973 2.050 7.415
      -0.973 2.059 7.341
      -1.079 6.052 6.504
      -1.060 3.046 8.117
      -0.998 1.856 7.456
      -0.981 1.900 7.438
      -1.078 -0.838 7.685
      -0.968 1.948 7.425
      -1.056 -0.990 7.590
      -1.053 -0.982 7.589
      -1.008 2.412 7.420
      -1.064 1.386 7.573
      -1.007 2.442 7.400
      -1.050 -0.950 7.548
      -1.034 2.896 7.981
      -1.119 3.550 8.097
      -1.051 -0.868 7.667
      -1.021 2.722 7.767
      -1.036 -0.952 7.577
      -0.978 -2.683 5.923
      -1.085 0.514 7.793
      -0.999 2.474 7.476
      -1.010 2.574 7.610
      -1.035 0.234 7.830
      -0.821 -2.198 7.691
      -1.035 3.204 8.164
      -0.633 5.456 0.968
      -0.976 5.813 6.963
      -0.883 -1.352 7.690
      -0.876 -2.678 6.926
      -0.935 -1.202 7.654
      -1.128 3.962 7.968
      -0.820 -1.494 7.714
      -1.001 -0.946 7.633
      -1.106 3.852 8.015
      -0.870 -2.714 6.255
      -0.936 -1.102 7.718
      -1.010 1.554 7.519
      -0.886 2.096 7.397
      -0.884 2.101 7.321
      -1.080 3.730 8.068
      -0.776 -1.736 7.746
      -0.966 -0.952 7.701
      -0.758 -2.657 7.206
      -0.938 -0.998 7.745
      -1.010 3.356 8.166
      -0.930 -1.012 7.760
      -0.850 5.584 7.252
      -0.962 -0.902 7.651
      -0.758 -2.584 7.415
      -0.990 -0.436 7.940
      -0.976 -0.306 7.937
      -1.024 3.554 8.116
      -0.980 -0.498 7.947
      -0.947 -0.084 7.892
      -1.008 0.518 7.843
      -0.962 -0.566 7.959
      -0.787 -2.768 6.031
      -0.507 0.600 0.377
      -0.931 0.106 7.878
      -0.955 4.907 7.653
      -1.025 3.854 8.034
      -0.939 -0.646 7.983
      -0.906 1.744 7.473
      -0.949 3.358 8.174
      -0.965 3.552 8.128
      -0.820 2.116 7.380
      -0.914 -0.724 8.018
      -0.814 2.123 7.319
      -0.915 3.194 8.165
      -0.911 -0.746 8.016
      -1.064 4.479 7.799
      -0.951 0.520 7.880
      -0.817 2.176 7.339
      -0.885 -0.782 7.984
      -0.902 0.236 7.885
      -0.814 2.224 7.363
      -0.658 -2.204 7.803
      -0.680 -1.992 7.826
      -0.950 3.736 8.095
      -0.657 -1.730 7.830
      -0.773 -2.811 5.793
      -0.851 -0.830 7.947
      -0.808 2.264 7.343
      -0.991 4.315 7.876
      -0.787 2.142 7.359
      -0.832 1.898 7.435
      -0.805 1.982 7.416
      -0.888 3.350 8.183
      -0.711 -1.256 7.866
      -0.787 2.058 7.400
      -0.600 -2.670 7.378
      -0.644 -1.390 7.867
      -0.611 -1.514 7.845
      -0.887 0.500 8.122
      -0.647 -2.419 7.699
      -0.900 0.516 7.911
      -0.730 -1.154 7.911
      -0.788 2.300 7.349
      -0.886 0.496 8.025
      -0.750 -1.012 7.974
      -0.770 -0.936 7.954
      -0.787 -0.908 7.905
      -0.966 4.129 7.948
      -0.741 -1.034 7.975
      -0.739 -1.048 7.968
      -0.866 0.416 8.116
      -0.771 -3.082 5.353
      -0.774 -0.882 7.919
      -0.783 1.998 7.419
      -0.847 0.514 8.232
      -0.853 0.436 8.232
      -0.835 0.599 8.143
      -0.844 0.600 8.067
      -0.848 0.404 7.920
      -0.765 2.332 7.347
      -0.847 0.396 8.017
      -0.856 3.552 8.149
      -0.842 0.400 7.946
      -0.752 2.180 7.353
      -0.903 3.977 8.016
      -0.844 0.505 7.947
      -0.785 1.942 7.451
      -0.791 0.604 8.234
      -0.746 2.114 7.376
      -0.790 0.520 8.331
      -0.794 0.444 8.332
      -0.743 2.374 7.423
      -0.867 3.858 8.063
      -0.754 2.026 7.421
      -0.733 2.152 7.368
      -0.796 0.356 8.217
      -0.808 0.613 7.991
      -0.798 3.338 8.191
      -0.757 -0.262 8.106
      -0.828 3.740 8.117
      -0.714 6.382 5.990
      -0.711 2.516 7.599
      -0.754 -0.374 8.113
      -0.782 0.316 8.118
      -0.760 1.854 7.508
      -0.716 0.624 8.322
      -0.715 2.670 7.778
      -0.763 0.914 7.947
      -0.653 6.148 6.577
      -0.746 -0.430 8.132
      -0.726 2.052 7.415
      -0.704 2.220 7.341
      -0.784 0.704 8.006
      -0.752 0.372 8.314
      -0.734 0.446 8.433
      -0.722 2.826 7.986
      -0.729 -0.488 8.158
      -0.726 -0.060 8.047
      -0.719 0.520 8.435
      -0.494 -2.277 7.861
      -0.521 -2.006 7.905
      -0.709 -0.548 8.197
      -0.474 -1.704 7.933
      -0.711 2.998 8.119
      -0.606 5.878 7.035
      -0.720 0.336 8.232
      -0.760 3.550 8.166
      -0.687 2.094 7.393
      -0.522 -2.585 7.580
      -0.708 2.002 7.451
      -0.669 2.278 7.390
      -0.691 0.364 8.411
      -0.696 1.746 7.601
      -0.684 -0.616 8.246
      -0.682 -0.644 8.248
      -0.651 0.617 8.434
      -0.690 0.082 8.035
      -0.436 -1.488 7.909
      -0.711 3.156 8.179
      -0.457 -1.370 7.960
      -0.525 -1.268 7.992
      -0.457 -2.464 7.778
      -0.656 2.178 7.375
      -0.580 -1.098 8.120
      -0.661 -0.708 8.208
      -0.577 -1.102 8.104
      -0.562 -1.182 8.037
      -0.577 -1.074 8.130
      -0.710 3.324 8.196
      -0.665 1.580 7.741
      -0.537 5.528 7.406
      -0.403 -3.606 5.133
      -0.666 2.032 7.445
      -0.613 -0.788 8.130
      -0.618 0.440 8.564
      -0.644 1.390 7.884
      -0.608 0.526 8.582
      -0.558 -0.958 8.137
      -0.633 1.174 8.010
      -0.639 1.942 7.517
      -0.551 -0.894 8.061
      -0.598 0.360 8.493
      -0.447 -2.772 6.973
      -0.628 2.062 7.441
      -0.547 -0.868 8.094
      -0.514 -2.822 6.605
      -0.608 0.190 8.112
      -0.503 -2.906 5.964
      -0.610 0.930 8.122
      -0.563 4.973 7.753
      -0.580 2.318 7.462
      -0.602 0.826 8.174
      -0.432 -2.903 6.121
      -0.406 -2.731 7.245
      -0.549 0.623 8.565
      -0.546 0.736 8.446
      -0.595 2.088 7.434
      -0.728 4.479 7.890
      -0.471 -2.869 6.278
      -0.567 0.350 8.434
      -0.580 0.771 8.338
      -0.546 2.450 7.623
      -0.644 4.297 7.959
      -0.564 2.122 7.442
      -0.520 2.592 7.778
      -0.581 1.984 7.524
      -0.368 -2.681 7.467
      -0.547 0.546 8.285
      -0.524 -0.248 8.257
      -0.555 1.850 7.652
      -0.523 -0.362 8.270
      -0.619 4.136 8.009
      -0.329 -2.586 7.674
      -0.539 2.160 7.451
      -0.515 -0.406 8.287
      -0.498 -0.106 8.229
      -0.500 -0.452 8.306
      -0.494 2.786 7.976
      -0.605 3.992 8.052
      -0.297 -1.665 8.000
      -0.465 0.755 8.554
      -0.317 -2.205 7.950
      -0.474 0.024 8.218
      -0.500 2.236 7.479
      -0.526 2.020 7.533
      -0.474 0.164 8.254
      -0.315 -1.944 7.994
      -0.474 -0.514 8.342
      -0.491 2.968 8.130
      -0.563 3.872 8.098
      -0.451 0.414 8.817
      -0.500 1.914 7.660
      -0.446 0.556 8.797
      -0.310 -2.427 7.852
      -0.447 -0.610 8.374
      -0.270 -1.456 7.969
      -0.494 2.034 7.542
      -0.447 -0.582 8.378
      -0.537 3.756 8.139
      -0.431 0.312 8.735
      -0.294 6.657 5.225
      -0.435 0.434 8.293
      -0.461 0.902 8.424
      -0.436 1.690 7.949
      -0.290 -1.348 8.030
      -0.457 3.122 8.191
      -0.453 1.970 7.650
      -0.395 -0.726 8.341
      -0.419 1.077 8.389
      -0.403 0.684 8.750
      -0.396 0.298 8.681
      -0.415 2.386 7.656
      -0.414 1.454 8.143
      -0.465 3.540 8.186
